clip_stem,split,videos_len
29_1_7_2,train,81
29_1_7_3,train,64
29_1_7_4,train,54
29_1_7_5,train,33
29_1_8_2,train,68
29_1_8_3,train,52
29_1_8_4,train,43
29_1_9_2,train,88
29_1_9_3,train,73
29_1_9_4,train,82
29_1_9_5,train,60
29_1_10_2,train,97
29_1_10_3,train,90
29_1_10_4,train,72
29_1_10_5,train,40
29_1_11_1,train,44
29_1_11_2,train,62
29_1_11_3,train,48
29_1_12_1,train,67
29_1_12_2,train,74
29_1_12_3,train,53
29_1_12_4,train,72
29_1_12_5,train,80
29_1_12_6,train,67
29_1_12_7,train,63
29_1_12_8,train,65
29_1_12_9,train,75
29_1_12_10,train,70
29_1_12_11,train,60
29_1_12_12,train,64
29_1_12_13,train,45
29_1_13_1,train,47
29_1_13_2,train,66
29_1_13_3,train,77
29_1_13_4,train,67
29_1_13_5,train,62
29_1_13_6,train,65
29_1_13_7,train,79
29_1_13_8,train,66
29_1_13_9,train,51
29_1_13_10,train,66
29_1_13_11,train,66
29_1_13_12,train,75
29_1_13_13,train,81
29_1_13_14,train,61
29_1_13_15,train,62
29_1_13_16,train,51
29_1_14_1,train,45
29_1_14_2,train,43
29_1_14_3,train,27
29_1_15_1,train,48
29_1_15_2,train,68
29_1_15_3,train,60
29_1_15_4,train,45
29_1_15_5,train,72
29_1_15_6,train,60
29_1_16_2,train,71
29_1_16_3,train,50
29_1_16_4,train,40
29_1_17_2,train,86
29_1_17_3,train,84
29_1_17_4,train,82
29_1_17_5,train,78
29_1_17_6,train,77
29_1_17_7,train,83
29_1_17_8,train,78
29_1_17_9,train,78
29_1_17_10,train,75
29_1_17_11,train,60
29_1_17_12,train,50
29_1_17_13,train,51
29_1_17_14,train,43
29_1_18_1,train,50
29_1_18_2,train,60
29_1_18_3,train,77
29_1_18_4,train,68
29_1_18_5,train,32
29_1_19_1,train,67
29_1_19_2,train,90
29_1_19_3,train,76
29_1_19_4,train,64
29_1_19_5,train,63
29_1_19_6,train,78
29_1_19_7,train,69
29_1_19_8,train,56
29_1_19_9,train,66
29_1_19_10,train,66
29_1_19_11,train,64
29_1_19_12,train,71
29_1_19_13,train,85
29_1_19_14,train,80
29_1_19_15,train,59
29_1_19_16,train,33
29_1_20_1,train,66
29_1_20_2,train,79
29_1_20_3,train,60
29_1_20_4,train,56
29_1_20_5,train,38
29_1_21_2,train,69
29_1_21_3,train,60
29_1_21_4,train,45
29_1_21_5,train,36
29_1_22_1,train,48
29_1_22_2,train,47
29_1_22_3,train,48
29_1_22_4,train,67
29_1_22_5,train,68
29_1_22_6,train,71
29_1_22_7,train,61
29_1_22_8,train,49
29_1_22_9,train,62
29_1_22_10,train,60
29_1_22_11,train,63
29_1_22_12,train,72
29_1_22_13,train,67
29_1_22_14,train,83
29_1_22_15,train,85
29_1_22_16,train,71
29_1_22_17,train,71
29_1_22_18,train,66
29_1_22_19,train,62
29_1_22_20,train,65
29_1_22_21,train,64
29_1_22_22,train,64
29_1_22_23,train,62
29_1_22_24,train,67
29_1_22_25,train,72
29_1_22_26,train,86
29_1_22_27,train,84
29_1_22_28,train,65
29_1_22_29,train,69
29_1_22_30,train,51
29_1_23_2,train,56
29_1_23_3,train,71
29_1_23_4,train,73
29_1_23_5,train,52
29_1_23_6,train,42
29_1_23_7,train,45
29_1_23_8,train,48
29_1_23_9,train,54
29_1_23_10,train,64
29_1_23_11,train,73
29_1_23_12,train,60
29_1_23_13,train,59
29_1_23_14,train,65
29_1_23_15,train,78
29_1_23_16,train,74
29_1_23_17,train,64
29_1_23_18,train,60
29_1_23_19,train,50
29_1_23_20,train,47
29_1_23_21,train,51
29_1_23_22,train,45
29_1_24_1,train,66
29_1_24_2,train,77
29_1_24_3,train,66
29_1_24_4,train,66
29_1_24_5,train,64
29_1_24_6,train,45
29_1_25_2,train,56
29_1_25_3,train,43
29_1_25_4,train,33
29_1_25_5,train,65
29_1_25_6,train,67
29_1_25_7,train,57
29_1_25_8,train,62
29_1_25_9,train,58
29_1_25_10,train,44
29_1_26_2,train,63
29_1_26_3,train,78
29_1_26_4,train,51
29_1_27_1,train,45
29_1_27_2,train,64
29_1_27_3,train,59
29_1_27_4,train,48
29_1_27_5,train,58
29_1_27_6,train,58
29_1_27_7,train,38
29_1_28_2,train,86
29_1_28_3,train,49
29_1_29_1,train,42
29_1_29_2,train,51
29_1_29_3,train,39
29_1_30_2,train,97
29_1_30_3,train,75
29_1_30_4,train,60
29_1_30_5,train,72
29_1_30_6,train,70
29_1_30_7,train,76
29_1_30_8,train,66
29_1_30_9,train,53
29_1_30_10,train,64
29_1_30_11,train,82
29_1_30_12,train,73
29_1_30_13,train,54
29_1_30_14,train,65
29_1_30_15,train,83
29_1_30_16,train,69
29_1_30_17,train,53
29_1_30_18,train,60
29_1_30_19,train,67
29_1_30_20,train,60
29_1_30_21,train,57
29_1_30_22,train,66
29_1_30_23,train,81
29_1_30_24,train,60
29_1_32_1,train,66
29_1_32_2,train,84
29_1_32_3,train,71
29_1_32_4,train,80
29_1_32_5,train,56
29_1_33_1,train,48
29_1_33_2,train,70
29_1_33_3,train,81
29_1_33_4,train,66
29_1_33_5,train,73
29_1_33_6,train,83
29_1_33_7,train,46
29_1_34_1,train,66
29_1_34_2,train,90
29_1_34_3,train,53
29_1_35_1,train,66
29_1_35_2,train,71
29_1_35_3,train,45
29_1_35_4,train,60
29_1_35_5,train,60
29_1_35_6,train,47
29_1_35_7,train,60
29_1_35_8,train,63
29_1_35_9,train,60
29_1_35_10,train,81
29_1_35_11,train,90
29_1_35_12,train,84
29_1_35_13,train,66
29_1_35_14,train,56
29_1_35_15,train,45
29_1_35_16,train,30
29_1_35_17,train,38
29_1_35_18,train,54
29_1_35_19,train,53
29_1_35_20,train,41
29_1_35_21,train,35
29_1_36_2,train,97
29_1_36_3,train,92
29_1_36_4,train,77
29_1_36_5,train,45
29_2_1_1,train,50
29_2_1_2,train,62
29_2_1_3,train,60
29_2_1_4,train,39
29_2_2_1,train,45
29_2_2_2,train,75
29_2_2_3,train,62
29_2_2_4,train,45
29_2_2_5,train,57
29_2_2_6,train,60
29_2_2_7,train,57
29_2_2_8,train,60
29_2_2_9,train,72
29_2_2_10,train,62
29_2_2_11,train,60
29_2_2_12,train,72
29_2_2_13,train,79
29_2_2_14,train,72
29_2_2_15,train,63
29_2_2_16,train,71
29_2_2_17,train,68
29_2_2_18,train,65
29_2_2_19,train,75
29_2_2_20,train,51
29_2_3_2,train,87
29_2_3_3,train,63
29_2_3_4,train,36
29_2_4_2,train,51
29_2_4_3,train,57
29_2_4_4,train,57
29_2_4_5,train,68
29_2_4_6,train,60
29_2_4_7,train,32
29_2_5_2,train,59
29_2_5_3,train,80
29_2_5_4,train,60
29_2_6_1,train,36
29_2_6_2,train,49
29_2_6_3,train,50
29_2_6_4,train,43
29_2_6_5,train,62
29_2_6_6,train,75
29_2_6_7,train,66
29_2_6_8,train,60
29_2_6_9,train,64
29_2_6_10,train,82
29_2_6_11,train,78
29_2_6_12,train,66
29_2_6_13,train,78
29_2_6_14,train,53
29_2_7_1,train,48
29_2_7_2,train,41
29_2_8_2,train,81
29_2_8_3,train,69
29_2_8_4,train,63
29_2_8_5,train,70
29_2_8_6,train,83
29_2_8_7,train,68
29_2_8_8,train,59
29_2_8_9,train,73
29_2_8_10,train,73
29_2_8_11,train,79
29_2_8_12,train,72
29_2_8_13,train,58
29_2_8_14,train,63
29_2_8_15,train,74
29_2_8_16,train,53
29_2_9_1,train,49
29_2_9_2,train,64
29_2_9_3,train,59
29_2_9_4,train,57
29_2_9_5,train,59
29_2_9_6,train,69
29_2_9_7,train,73
29_2_9_8,train,60
29_2_9_9,train,77
29_2_9_10,train,68
29_2_9_11,train,45
29_2_9_12,train,36
29_2_10_1,train,49
29_2_10_2,train,66
29_2_10_3,train,63
29_2_10_4,train,51
29_2_10_5,train,39
29_2_10_6,train,47
29_2_10_7,train,63
29_2_10_8,train,45
29_2_11_1,train,48
29_2_11_2,train,78
29_2_11_3,train,64
29_2_11_4,train,47
29_2_11_5,train,45
29_2_11_6,train,39
29_2_11_7,train,53
29_2_11_8,train,63
29_2_11_9,train,55
29_2_11_10,train,52
29_2_11_11,train,60
29_2_11_12,train,44
29_2_12_2,train,92
29_2_12_3,train,78
29_2_12_4,train,67
29_2_12_5,train,54
29_2_12_6,train,49
29_2_12_7,train,60
29_2_12_8,train,83
29_2_12_9,train,60
29_2_13_2,train,77
29_2_13_3,train,66
29_2_13_4,train,68
29_2_13_5,train,57
29_2_13_6,train,47
29_2_13_7,train,43
29_2_13_8,train,55
29_2_13_9,train,42
29_2_14_2,train,43
29_2_14_3,train,60
29_2_14_4,train,42
29_2_15_1,train,45
29_2_15_2,train,63
29_2_15_3,train,57
29_2_15_4,train,45
29_2_15_5,train,59
29_2_15_6,train,54
29_2_15_7,train,37
29_2_15_8,train,40
29_2_15_9,train,74
29_2_15_10,train,69
29_2_15_11,train,49
29_2_15_12,train,57
29_2_15_13,train,77
29_2_15_14,train,72
29_2_15_15,train,44
29_2_15_16,train,45
29_2_15_17,train,54
29_2_15_18,train,70
29_2_15_19,train,74
29_2_15_20,train,69
29_2_15_21,train,65
29_2_15_22,train,75
29_2_15_23,train,60
29_2_16_2,train,66
29_2_16_3,train,76
29_2_16_4,train,77
29_2_16_5,train,66
29_2_16_6,train,84
29_2_16_7,train,71
29_2_16_8,train,34
29_2_17_1,train,45
29_2_17_2,train,57
29_2_17_3,train,55
29_2_17_4,train,56
29_2_17_5,train,57
29_2_17_6,train,71
29_2_17_7,train,55
29_2_18_1,train,46
29_2_18_2,train,54
29_2_18_3,train,65
29_2_18_4,train,60
29_2_18_5,train,56
29_2_18_6,train,62
29_2_18_7,train,72
29_2_18_8,train,73
29_2_18_9,train,72
29_2_18_10,train,62
29_2_18_11,train,54
29_2_18_12,train,60
29_2_18_13,train,57
29_2_18_14,train,53
29_2_18_15,train,54
29_2_18_16,train,42
29_2_19_2,train,55
29_2_19_3,train,39
29_2_20_1,train,53
29_2_20_2,train,68
29_2_20_3,train,65
29_2_20_4,train,54
29_2_20_5,train,36
29_2_21_2,train,97
29_2_21_3,train,90
29_2_21_4,train,80
29_2_21_5,train,59
29_2_21_6,train,51
29_2_21_7,train,61
29_2_21_8,train,65
29_2_21_9,train,85
29_2_21_10,train,72
29_2_21_11,train,65
29_2_21_12,train,63
29_2_21_13,train,40
29_2_21_14,train,39
29_2_21_15,train,63
29_2_21_16,train,72
29_2_21_17,train,78
29_2_21_18,train,80
29_2_21_19,train,45
29_2_22_1,train,44
29_2_22_2,train,65
29_2_22_3,train,57
29_2_22_4,train,50
29_2_22_5,train,60
29_2_22_6,train,62
29_2_22_7,train,83
29_2_22_8,train,60
29_2_23_1,train,41
29_2_23_2,train,53
29_2_23_3,train,65
29_2_23_4,train,52
29_2_23_5,train,39
29_2_23_6,train,35
29_2_24_1,train,50
29_2_24_2,train,60
29_2_24_3,train,77
29_2_24_4,train,60
29_2_25_2,train,81
29_2_25_3,train,64
29_2_25_4,train,79
29_2_25_5,train,69
29_2_25_6,train,43
29_2_25_7,train,60
29_2_25_8,train,68
29_2_25_9,train,56
29_2_25_10,train,44
29_2_25_11,train,37
29_2_25_12,train,54
29_2_25_13,train,63
29_2_25_14,train,56
29_2_25_15,train,60
29_2_25_16,train,62
29_2_25_17,train,77
29_2_25_18,train,80
29_2_25_19,train,80
29_2_25_20,train,81
29_2_25_21,train,81
29_2_25_22,train,79
29_2_25_23,train,64
29_2_25_24,train,60
29_2_25_25,train,75
29_2_25_26,train,77
29_2_25_27,train,62
29_2_25_28,train,65
29_2_25_29,train,80
29_2_25_30,train,75
29_2_25_31,train,46
29_2_25_32,train,30
29_2_26_2,train,50
29_2_26_3,train,51
29_2_26_4,train,55
29_2_26_5,train,76
29_2_26_6,train,68
29_2_26_7,train,53
29_2_26_8,train,63
29_2_26_9,train,78
29_2_26_10,train,72
29_2_26_11,train,64
29_2_26_12,train,76
29_2_26_13,train,74
29_2_26_14,train,63
29_2_26_15,train,74
29_2_26_16,train,85
29_2_26_17,train,74
29_2_26_18,train,68
29_2_26_19,train,78
29_2_26_20,train,79
29_2_26_21,train,42
29_2_27_2,train,74
29_2_27_3,train,86
29_2_27_4,train,62
29_2_27_5,train,48
29_2_27_6,train,71
29_2_27_7,train,81
29_2_27_8,train,70
29_2_27_9,train,48
29_2_27_10,train,39
29_2_27_11,train,50
29_2_27_12,train,68
29_2_27_13,train,78
29_2_27_14,train,75
29_2_27_15,train,72
29_2_27_16,train,45
29_2_28_2,train,81
29_2_28_3,train,60
29_2_28_4,train,39
29_2_29_1,train,44
29_2_29_2,train,69
29_2_29_3,train,74
29_2_29_4,train,56
29_2_29_5,train,60
29_2_29_6,train,55
29_2_29_7,train,40
29_2_29_8,train,51
29_2_29_9,train,42
29_2_30_1,train,47
29_2_30_2,train,57
29_2_30_3,train,54
29_2_30_4,train,75
29_2_30_5,train,75
29_2_30_6,train,62
29_2_30_7,train,67
29_2_30_8,train,55
29_2_30_9,train,53
29_2_30_10,train,62
29_2_30_11,train,61
29_2_30_12,train,67
29_2_30_13,train,66
29_2_30_14,train,57
29_2_30_15,train,78
29_2_30_16,train,82
29_2_30_17,train,63
29_2_30_18,train,69
29_2_30_19,train,72
29_2_30_20,train,42
29_2_31_2,train,77
29_2_31_3,train,60
29_2_31_4,train,80
29_2_31_5,train,72
29_2_31_6,train,56
29_2_31_7,train,62
29_2_31_8,train,70
29_2_31_9,train,75
29_2_31_10,train,71
29_2_31_11,train,65
29_2_31_12,train,60
29_2_31_13,train,57
29_2_31_14,train,41
29_2_32_1,train,45
29_2_32_2,train,45
29_2_32_3,train,33
29_2_32_4,train,45
29_2_32_5,train,62
29_2_32_6,train,64
29_2_32_7,train,68
29_2_32_8,train,56
29_2_32_9,train,51
29_2_32_10,train,60
29_2_32_11,train,41
29_2_33_1,train,38
29_2_33_2,train,54
29_2_33_3,train,53
29_2_33_4,train,47
29_2_33_5,train,47
29_2_33_6,train,41
29_2_33_7,train,57
29_2_33_8,train,80
29_2_33_9,train,67
29_2_33_10,train,56
29_2_33_11,train,68
29_2_33_12,train,82
29_2_33_13,train,71
29_2_33_14,train,55
29_2_33_15,train,60
29_2_33_16,train,64
29_2_33_17,train,59
29_2_33_18,train,57
29_2_33_19,train,65
29_2_33_20,train,69
29_2_33_21,train,58
29_2_33_22,train,51
29_2_33_23,train,59
29_2_33_24,train,75
29_2_33_25,train,91
29_2_33_26,train,65
29_2_33_27,train,55
29_2_33_28,train,65
29_2_33_29,train,67
29_2_33_30,train,57
29_2_33_31,train,52
29_2_33_32,train,71
29_2_33_33,train,55
29_2_34_2,train,45
29_2_35_1,train,45
29_2_35_2,train,75
29_2_35_3,train,66
29_2_35_4,train,44
29_2_35_5,train,38
29_2_36_2,train,75
29_2_36_3,train,53
29_2_36_4,train,58
29_2_36_5,train,79
29_2_36_6,train,69
29_2_36_7,train,57
29_2_36_8,train,62
29_2_36_9,train,62
29_2_36_10,train,60
29_2_36_11,train,54
29_2_36_12,train,40
29_2_37_2,train,66
29_2_37_3,train,57
29_2_37_4,train,55
29_2_37_5,train,75
29_2_37_6,train,81
29_2_37_7,train,51
29_2_38_2,train,96
29_2_38_3,train,87
29_2_38_4,train,66
29_2_38_5,train,69
29_2_38_6,train,51
29_2_39_2,train,65
29_2_39_3,train,47
29_2_39_4,train,57
29_2_39_5,train,62
29_2_39_6,train,54
29_2_39_7,train,56
29_2_39_8,train,64
29_2_39_9,train,57
29_2_39_10,train,53
29_2_39_11,train,57
29_2_39_12,train,58
29_2_39_13,train,42
29_2_39_14,train,32
29_2_39_15,train,30
29_2_39_16,train,27
30_1_1_1,train,55
30_1_1_2,train,78
30_1_1_3,train,48
30_1_1_4,train,35
30_1_1_5,train,56
30_1_1_6,train,39
30_1_2_2,train,72
30_1_2_3,train,50
30_1_2_4,train,48
30_1_2_5,train,69
30_1_2_6,train,63
30_1_2_7,train,54
30_1_2_8,train,48
30_1_2_9,train,54
30_1_2_10,train,63
30_1_2_11,train,56
30_1_2_12,train,36
30_1_3_1,train,45
30_1_3_2,train,55
30_1_3_3,train,68
30_1_3_4,train,81
30_1_3_5,train,83
30_1_3_6,train,75
30_1_3_7,train,50
30_1_3_8,train,26
30_1_4_1,train,59
30_1_4_2,train,58
30_1_4_3,train,46
30_1_4_4,train,61
30_1_4_5,train,80
30_1_4_6,train,65
30_1_4_7,train,41
30_1_4_8,train,53
30_1_4_9,train,63
30_1_4_10,train,67
30_1_4_11,train,45
30_1_4_12,train,44
30_1_4_13,train,47
30_1_4_14,train,30
30_1_5_1,train,44
30_1_5_2,train,57
30_1_5_3,train,51
30_1_5_4,train,51
30_1_5_5,train,62
30_1_5_6,train,54
30_1_5_7,train,55
30_1_5_8,train,78
30_1_5_9,train,62
30_1_5_10,train,50
30_1_5_11,train,57
30_1_5_12,train,53
30_1_5_13,train,67
30_1_5_14,train,53
30_1_5_15,train,39
30_1_5_16,train,55
30_1_5_17,train,75
30_1_5_18,train,81
30_1_5_19,train,75
30_1_5_20,train,81
30_1_5_21,train,60
30_1_5_22,train,50
30_1_5_23,train,66
30_1_5_24,train,71
30_1_5_25,train,59
30_1_5_26,train,48
30_1_5_27,train,48
30_1_5_28,train,30
30_1_6_1,train,54
30_1_6_2,train,47
30_1_7_1,train,36
30_1_7_2,train,30
30_1_8_2,train,47
30_1_8_3,train,32
30_1_8_4,train,66
30_1_8_5,train,54
30_1_8_6,train,39
30_1_8_7,train,54
30_1_8_8,train,52
30_1_8_9,train,46
30_1_8_10,train,56
30_1_8_11,train,72
30_1_8_12,train,90
30_1_8_13,train,64
30_1_8_14,train,45
30_1_8_15,train,48
30_1_8_16,train,55
30_1_8_17,train,72
30_1_8_18,train,77
30_1_8_19,train,86
30_1_8_20,train,55
30_1_8_21,train,38
30_1_8_22,train,70
30_1_8_23,train,78
30_1_8_24,train,80
30_1_8_25,train,89
30_1_8_26,train,56
30_1_8_27,train,51
30_1_8_28,train,63
30_1_8_29,train,57
30_1_8_30,train,78
30_1_8_31,train,53
30_1_9_3,train,48
30_1_9_4,train,68
30_1_9_5,train,61
30_1_9_6,train,47
30_1_9_7,train,45
30_1_9_8,train,38
30_1_9_9,train,30
30_1_10_2,train,75
30_1_10_3,train,92
30_1_10_4,train,86
30_1_10_5,train,55
30_1_11_1,train,45
30_1_11_2,train,54
30_1_11_3,train,38
30_1_12_2,train,54
30_1_13_1,train,41
30_1_13_2,train,69
30_1_13_3,train,86
30_1_13_4,train,45
30_1_13_5,train,40
30_1_13_6,train,45
30_1_14_2,train,66
30_1_14_3,train,63
30_1_14_4,train,70
30_1_14_5,train,59
30_1_14_6,train,48
30_1_14_7,train,56
30_1_14_8,train,63
30_1_14_9,train,82
30_1_14_10,train,64
30_1_14_11,train,48
30_1_14_12,train,60
30_1_14_13,train,59
30_1_14_14,train,69
30_1_14_15,train,52
30_1_15_1,train,45
30_1_15_2,train,39
30_1_15_3,train,47
30_1_15_4,train,65
30_1_15_5,train,41
30_1_16_2,train,56
30_1_16_3,train,68
30_1_16_4,train,80
30_1_16_5,train,53
30_1_17_1,train,43
30_1_17_2,train,64
30_1_17_3,train,75
30_1_17_4,train,54
30_1_17_5,train,29
30_1_18_2,train,59
30_1_18_3,train,76
30_1_18_4,train,49
30_1_18_5,train,51
30_1_18_6,train,87
30_1_18_7,train,60
30_1_18_8,train,60
30_1_18_9,train,90
30_1_18_10,train,63
30_1_18_11,train,53
30_1_18_12,train,71
30_1_18_13,train,64
30_1_18_14,train,72
30_1_18_15,train,71
30_1_18_16,train,68
30_1_18_17,train,67
30_1_18_18,train,59
30_1_18_19,train,78
30_1_18_20,train,68
30_1_18_21,train,42
30_1_18_22,train,57
30_1_18_23,train,69
30_1_18_24,train,84
30_1_18_25,train,83
30_1_18_26,train,68
30_1_18_27,train,63
30_1_18_28,train,56
30_1_18_29,train,36
30_1_19_2,train,46
30_1_19_3,train,30
30_1_19_4,train,60
30_1_19_5,train,69
30_1_19_6,train,53
30_1_19_7,train,51
30_1_19_8,train,56
30_1_19_9,train,41
30_1_19_10,train,36
30_1_19_11,train,38
30_1_19_12,train,56
30_1_19_13,train,60
30_1_19_14,train,57
30_1_19_15,train,62
30_1_19_16,train,63
30_1_19_17,train,45
30_1_20_2,train,62
30_1_20_3,train,47
30_1_20_4,train,63
30_1_20_5,train,62
30_1_20_6,train,48
30_1_20_7,train,32
30_1_21_1,train,51
30_1_21_2,train,50
30_1_21_3,train,44
30_1_21_4,train,68
30_1_21_5,train,75
30_1_21_6,train,45
30_1_22_2,train,87
30_1_22_3,train,73
30_1_22_4,train,69
30_1_22_5,train,51
30_1_22_6,train,45
30_1_22_7,train,62
30_1_22_8,train,72
30_1_22_9,train,89
30_1_22_10,train,90
30_1_22_11,train,83
30_1_22_12,train,50
30_1_22_13,train,45
30_1_22_14,train,71
30_1_22_15,train,45
30_1_23_2,train,83
30_1_23_3,train,60
30_1_23_4,train,36
30_1_23_5,train,29
30_1_24_2,train,63
30_1_24_3,train,38
30_1_24_4,train,35
30_1_25_1,train,48
30_1_25_2,train,60
30_1_25_3,train,56
30_1_25_4,train,54
30_1_25_5,train,60
30_1_25_6,train,68
30_1_25_7,train,50
30_1_25_8,train,47
30_1_25_9,train,67
30_1_25_10,train,78
30_1_25_11,train,66
30_1_25_12,train,57
30_1_25_13,train,68
30_1_25_14,train,81
30_1_25_15,train,64
30_1_25_16,train,53
30_1_25_17,train,86
30_1_25_18,train,66
30_1_25_19,train,60
30_1_25_20,train,54
30_1_25_21,train,37
30_1_25_22,train,36
30_1_26_1,train,45
30_1_26_2,train,56
30_1_26_3,train,63
30_1_26_4,train,56
30_1_26_5,train,34
30_1_27_1,train,40
30_1_27_2,train,47
30_1_27_3,train,60
30_1_27_4,train,55
30_1_27_5,train,51
30_1_27_6,train,71
30_1_27_7,train,60
30_1_27_8,train,43
30_1_27_9,train,45
30_1_27_10,train,35
30_1_28_1,train,54
30_1_28_2,train,74
30_1_28_3,train,60
30_1_28_4,train,55
30_1_28_5,train,42
30_1_29_2,train,51
30_1_29_3,train,72
30_1_29_4,train,65
30_1_29_5,train,58
30_1_29_6,train,68
30_1_29_7,train,71
30_1_29_8,train,83
30_1_29_9,train,66
30_1_29_10,train,49
30_1_29_11,train,70
30_1_29_12,train,79
30_1_29_13,train,75
30_1_29_14,train,56
30_1_29_15,train,44
30_1_29_16,train,43
30_1_29_17,train,51
30_1_29_18,train,81
30_1_29_19,train,66
30_1_29_20,train,51
30_1_29_21,train,64
30_1_29_22,train,66
30_1_29_23,train,45
30_1_30_2,train,73
30_1_30_3,train,63
30_1_30_4,train,77
30_1_30_5,train,71
30_1_30_6,train,51
30_1_30_7,train,58
30_1_30_8,train,77
30_1_30_9,train,92
30_1_30_10,train,92
30_1_30_11,train,96
30_1_30_12,train,96
30_1_30_13,train,96
30_1_30_14,train,95
30_1_30_15,train,62
30_1_30_16,train,43
30_1_30_17,train,63
30_1_30_18,train,83
30_1_30_19,train,96
30_1_30_20,train,60
30_1_31_1,train,51
30_1_31_2,train,73
30_1_31_3,train,56
30_1_31_4,train,51
30_1_31_5,train,68
30_1_31_6,train,71
30_1_31_7,train,54
30_1_31_8,train,50
30_1_31_9,train,75
30_1_31_10,train,76
30_1_31_11,train,82
30_1_31_12,train,77
30_1_31_13,train,65
30_1_31_14,train,83
30_1_31_15,train,60
30_1_32_2,train,68
30_1_32_3,train,63
30_1_32_4,train,55
30_1_32_5,train,56
30_1_32_6,train,63
30_1_32_7,train,74
30_1_32_8,train,48
30_1_32_9,train,42
30_1_32_10,train,57
30_1_32_11,train,41
30_1_32_12,train,51
30_1_32_13,train,62
30_1_32_14,train,65
30_1_32_15,train,48
30_1_33_1,train,45
30_1_33_2,train,59
30_1_33_3,train,42
30_1_34_2,train,50
30_1_34_3,train,69
30_1_34_4,train,66
30_1_34_5,train,63
30_1_34_6,train,60
30_1_34_7,train,75
30_1_34_8,train,95
30_1_34_9,train,65
30_1_34_10,train,50
30_1_34_11,train,42
30_2_1_1,train,49
30_2_1_2,train,47
30_2_1_3,train,47
30_2_1_4,train,41
30_2_3_2,train,67
30_2_3_3,train,53
30_2_3_4,train,38
30_2_3_5,train,59
30_2_3_6,train,60
30_2_3_7,train,36
30_2_4_2,train,62
30_2_4_3,train,47
30_2_5_1,train,44
30_2_5_2,train,73
30_2_5_3,train,73
30_2_5_4,train,55
30_2_5_5,train,74
30_2_5_6,train,62
30_2_5_7,train,62
30_2_5_8,train,53
30_2_5_9,train,38
30_2_5_10,train,43
30_2_6_1,train,45
30_2_6_2,train,53
30_2_6_3,train,41
30_2_6_4,train,41
30_2_6_5,train,38
30_2_6_6,train,23
30_2_7_1,train,42
30_2_7_2,train,51
30_2_7_3,train,62
30_2_7_4,train,73
30_2_7_5,train,57
30_2_7_6,train,50
30_2_7_7,train,62
30_2_7_8,train,76
30_2_7_9,train,74
30_2_7_10,train,48
30_2_7_11,train,52
30_2_7_12,train,45
30_2_8_2,train,75
30_2_8_3,train,60
30_2_8_4,train,52
30_2_8_5,train,61
30_2_8_6,train,57
30_2_8_7,train,54
30_2_8_8,train,51
30_2_8_9,train,66
30_2_8_10,train,61
30_2_8_11,train,57
30_2_8_12,train,68
30_2_8_13,train,65
30_2_8_14,train,59
30_2_8_15,train,43
30_2_9_3,train,39
30_2_9_4,train,56
30_2_9_5,train,78
30_2_9_6,train,87
30_2_9_7,train,57
30_2_9_8,train,43
30_2_9_9,train,51
30_2_9_10,train,65
30_2_9_11,train,67
30_2_9_12,train,62
30_2_9_13,train,60
30_2_9_14,train,71
30_2_9_15,train,66
30_2_9_16,train,69
30_2_9_17,train,53
30_2_9_18,train,44
30_2_9_19,train,69
30_2_9_20,train,62
30_2_9_21,train,79
30_2_9_22,train,82
30_2_9_23,train,67
30_2_9_24,train,81
30_2_9_25,train,78
30_2_9_26,train,66
30_2_9_27,train,65
30_2_9_28,train,65
30_2_9_29,train,46
30_2_10_2,train,53
30_2_10_3,train,62
30_2_10_4,train,59
30_2_10_5,train,38
30_2_11_2,train,43
30_2_11_3,train,30
30_2_12_1,train,54
30_2_12_2,train,63
30_2_12_3,train,77
30_2_12_4,train,60
30_2_13_2,train,60
30_2_14_3,train,33
30_2_14_4,train,57
30_2_14_5,train,50
30_2_14_6,train,45
30_2_14_7,train,68
30_2_14_8,train,61
30_2_14_9,train,61
30_2_14_10,train,54
30_2_14_11,train,35
30_2_15_3,train,57
30_2_15_4,train,56
30_2_15_5,train,62
30_2_15_6,train,58
30_2_16_1,train,46
30_2_16_2,train,75
30_2_16_3,train,53
30_2_16_4,train,38
30_2_16_5,train,42
30_2_17_2,train,78
30_2_17_3,train,67
30_2_17_4,train,66
30_2_17_5,train,45
30_2_18_1,train,39
30_2_18_2,train,50
30_2_18_3,train,42
30_2_19_1,train,47
30_2_19_2,train,51
30_2_19_3,train,68
30_2_19_4,train,92
30_2_19_5,train,80
30_2_19_6,train,61
30_2_19_7,train,70
30_2_19_8,train,60
30_2_19_9,train,57
30_2_19_10,train,69
30_2_19_11,train,62
30_2_19_12,train,61
30_2_19_13,train,77
30_2_19_14,train,66
30_2_19_15,train,39
30_2_19_16,train,37
30_2_19_17,train,43
30_2_19_18,train,66
30_2_19_19,train,75
30_2_19_20,train,47
30_2_20_2,train,61
30_2_20_3,train,66
30_2_20_4,train,62
30_2_20_5,train,59
30_2_20_6,train,52
30_2_20_7,train,30
30_2_21_3,train,51
30_2_21_4,train,38
30_2_22_1,train,39
30_2_22_2,train,67
30_2_22_3,train,74
30_2_22_4,train,56
30_2_22_5,train,60
30_2_22_6,train,72
30_2_22_7,train,57
30_2_22_8,train,51
30_2_22_9,train,69
30_2_22_10,train,51
