clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_bst_baseline,split_v2,aroundhead,backhand
17_1_3_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,3,1,short_service,Bottom,train,train,0.0,1.0
17_1_3_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,3,2,net_shot,Top,train,train,0.0,0.0
17_1_3_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,3,3,net_shot,Bottom,train,train,0.0,1.0
17_1_3_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,3,4,lob,Top,train,train,0.0,0.0
17_1_3_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,3,5,smash,Bottom,train,train,0.0,0.0
17_1_3_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,3,6,return_net,Top,train,train,0.0,0.0
17_1_4_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,4,1,short_service,Top,train,train,0.0,1.0
17_1_4_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,4,2,net_shot,Bottom,train,train,0.0,0.0
17_1_4_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,4,3,lob,Top,train,train,0.0,0.0
17_1_4_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,4,4,smash,Bottom,train,train,1.0,0.0
17_1_6_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,1,short_service,Bottom,train,train,0.0,1.0
17_1_6_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,2,net_shot,Top,train,train,0.0,0.0
17_1_6_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,3,lob,Bottom,train,train,0.0,0.0
17_1_6_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,4,smash,Top,train,train,0.0,0.0
17_1_6_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,5,return_net,Bottom,train,train,0.0,0.0
17_1_6_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,6,lob,Top,train,train,0.0,1.0
17_1_6_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,7,drop,Bottom,train,train,0.0,0.0
17_1_6_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,8,net_shot,Top,train,train,0.0,1.0
17_1_6_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,9,push,Bottom,train,train,0.0,0.0
17_1_6_10,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,10,drop,Top,train,train,0.0,1.0
17_1_6_11,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,11,lob,Bottom,train,train,0.0,0.0
17_1_6_12,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,12,drop,Top,train,train,0.0,0.0
17_1_6_13,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,13,lob,Bottom,train,train,0.0,1.0
17_1_6_14,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,6,14,passive_drop,Top,train,train,0.0,1.0
17_1_8_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,1,short_service,Bottom,train,train,0.0,1.0
17_1_8_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,2,lob,Top,train,train,0.0,1.0
17_1_8_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,3,drop,Bottom,train,train,0.0,0.0
17_1_8_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,4,lob,Top,train,train,0.0,1.0
17_1_8_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,5,clear,Bottom,train,train,0.0,0.0
17_1_8_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,6,clear,Top,train,train,0.0,0.0
17_1_8_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,7,wrist_smash,Bottom,train,train,0.0,0.0
17_1_8_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,8,return_net,Top,train,train,0.0,0.0
17_1_8_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,9,lob,Bottom,train,train,0.0,1.0
17_1_8_10,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,10,smash,Top,train,train,0.0,0.0
17_1_8_11,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,11,return_net,Bottom,train,train,0.0,1.0
17_1_8_12,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,12,net_shot,Top,train,train,0.0,0.0
17_1_8_13,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,13,lob,Bottom,train,train,0.0,0.0
17_1_8_14,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,14,drop,Top,train,train,1.0,0.0
17_1_8_15,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,15,net_shot,Bottom,train,train,0.0,0.0
17_1_8_16,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,16,lob,Top,train,train,0.0,0.0
17_1_8_17,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,17,clear,Bottom,train,train,1.0,0.0
17_1_8_18,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,18,smash,Top,train,train,0.0,0.0
17_1_8_19,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,8,19,return_net,Bottom,train,train,0.0,0.0
17_1_9_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,1,short_service,Top,train,train,0.0,1.0
17_1_9_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,2,net_shot,Bottom,train,train,0.0,0.0
17_1_9_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,3,net_shot,Top,train,train,0.0,1.0
17_1_9_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,4,lob,Bottom,train,train,0.0,0.0
17_1_9_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,5,smash,Top,train,train,0.0,0.0
17_1_9_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,6,return_net,Bottom,train,train,0.0,1.0
17_1_9_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,7,push,Top,train,train,0.0,0.0
17_1_9_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,8,wrist_smash,Bottom,train,train,0.0,0.0
17_1_9_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,9,defensive_return_lob,Top,train,train,0.0,1.0
17_1_9_10,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,10,clear,Bottom,train,train,0.0,1.0
17_1_9_11,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,11,smash,Top,train,train,0.0,0.0
17_1_9_12,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,12,defensive_return_lob,Bottom,train,train,0.0,1.0
17_1_9_13,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,13,clear,Top,train,train,0.0,1.0
17_1_9_14,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,14,clear,Bottom,train,train,1.0,0.0
17_1_9_15,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,15,clear,Top,train,train,0.0,0.0
17_1_9_16,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,16,wrist_smash,Bottom,train,train,0.0,0.0
17_1_9_17,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,17,return_net,Top,train,train,0.0,1.0
17_1_9_18,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,18,net_shot,Bottom,train,train,0.0,0.0
17_1_9_19,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,9,19,net_shot,Top,train,train,0.0,1.0
17_1_10_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,10,1,short_service,Bottom,train,train,0.0,1.0
17_1_10_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,10,2,net_shot,Top,train,train,0.0,0.0
17_1_10_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,10,3,lob,Bottom,train,train,0.0,1.0
17_1_10_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,10,4,drop,Top,train,train,0.0,0.0
17_1_11_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,11,1,short_service,Bottom,train,train,0.0,1.0
17_1_11_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,11,2,lob,Top,train,train,0.0,1.0
17_1_11_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,11,3,driven_flight,Bottom,train,train,0.0,0.0
17_1_11_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,11,4,return_net,Top,train,train,0.0,1.0
17_1_12_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,1,short_service,Bottom,train,train,0.0,1.0
17_1_12_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,2,net_shot,Top,train,train,0.0,0.0
17_1_12_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,3,lob,Bottom,train,train,0.0,1.0
17_1_12_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,4,wrist_smash,Top,train,train,0.0,0.0
17_1_12_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,5,return_net,Bottom,train,train,0.0,1.0
17_1_12_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,6,net_shot,Top,train,train,0.0,0.0
17_1_12_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,7,push,Bottom,train,train,0.0,1.0
17_1_12_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,8,smash,Top,train,train,0.0,0.0
17_1_12_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,12,9,defensive_return_drive,Bottom,train,train,0.0,1.0
17_1_13_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,13,1,short_service,Bottom,train,train,0.0,1.0
17_1_13_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,13,2,lob,Top,train,train,0.0,0.0
17_1_13_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,13,3,smash,Bottom,train,train,0.0,0.0
17_1_13_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,13,4,return_net,Top,train,train,0.0,0.0
17_1_13_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,13,5,net_shot,Bottom,train,train,0.0,1.0
17_1_13_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,13,6,lob,Top,train,train,0.0,1.0
17_1_13_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,13,7,drop,Bottom,train,train,1.0,0.0
17_1_14_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,1,short_service,Top,train,train,0.0,1.0
17_1_14_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,2,lob,Bottom,train,train,0.0,0.0
17_1_14_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,3,drop,Top,train,train,1.0,0.0
17_1_14_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,4,push,Bottom,train,train,0.0,0.0
17_1_14_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,5,drop,Top,train,train,0.0,0.0
17_1_14_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,6,drive,Bottom,train,train,0.0,1.0
17_1_14_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,7,drive,Top,train,train,0.0,1.0
17_1_14_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,8,net_shot,Bottom,train,train,0.0,1.0
17_1_14_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,9,lob,Top,train,train,0.0,1.0
17_1_14_10,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,10,drop,Bottom,train,train,1.0,0.0
17_1_14_11,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,11,net_shot,Top,train,train,0.0,0.0
17_1_14_12,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,12,lob,Bottom,train,train,0.0,1.0
17_1_14_13,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,13,smash,Top,train,train,0.0,0.0
17_1_14_14,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,14,return_net,Bottom,train,train,0.0,1.0
17_1_14_15,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,15,net_shot,Top,train,train,0.0,1.0
17_1_14_16,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,14,16,net_shot,Bottom,train,train,0.0,1.0
17_1_15_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,1,short_service,Top,train,train,0.0,1.0
17_1_15_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,2,net_shot,Bottom,train,train,0.0,0.0
17_1_15_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,3,lob,Top,train,train,0.0,0.0
17_1_15_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,4,clear,Bottom,train,train,0.0,0.0
17_1_15_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,5,drop,Top,train,train,0.0,0.0
17_1_15_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,6,lob,Bottom,train,train,0.0,0.0
17_1_15_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,7,drop,Top,train,train,0.0,0.0
17_1_15_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,8,net_shot,Bottom,train,train,0.0,0.0
17_1_15_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,9,net_shot,Top,train,train,0.0,0.0
17_1_15_10,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,10,lob,Bottom,train,train,0.0,1.0
17_1_15_11,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,11,clear,Top,train,train,0.0,0.0
17_1_15_12,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,12,drop,Bottom,train,train,0.0,0.0
17_1_15_13,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,13,lob,Top,train,train,0.0,1.0
17_1_15_14,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,14,back_court_drive,Bottom,train,train,0.0,0.0
17_1_15_15,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,15,15,return_net,Top,train,train,0.0,1.0
17_1_16_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,1,short_service,Bottom,train,train,0.0,1.0
17_1_16_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,2,lob,Top,train,train,0.0,0.0
17_1_16_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,3,drop,Bottom,train,train,0.0,0.0
17_1_16_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,4,net_shot,Top,train,train,0.0,0.0
17_1_16_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,5,net_shot,Bottom,train,train,0.0,1.0
17_1_16_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,6,lob,Top,train,train,0.0,0.0
17_1_16_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,7,drop,Bottom,train,train,0.0,0.0
17_1_16_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,8,net_shot,Top,train,train,0.0,0.0
17_1_16_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,16,9,lob,Bottom,train,train,0.0,1.0
17_1_18_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,18,1,short_service,Bottom,train,train,0.0,1.0
17_1_18_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,18,2,lob,Top,train,train,0.0,0.0
17_1_18_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,18,3,smash,Bottom,train,train,0.0,0.0
17_1_19_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,19,1,short_service,Top,train,train,0.0,1.0
17_1_19_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,19,2,push,Bottom,train,train,0.0,1.0
17_1_19_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,19,3,drop,Top,train,train,1.0,0.0
17_1_19_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,19,4,lob,Bottom,train,train,0.0,1.0
17_1_19_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,19,5,clear,Top,train,train,0.0,0.0
17_1_19_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,19,6,wrist_smash,Bottom,train,train,0.0,0.0
17_1_20_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,20,1,short_service,Bottom,train,train,0.0,1.0
17_1_20_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,20,2,lob,Top,train,train,0.0,0.0
17_1_20_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,20,3,wrist_smash,Bottom,train,train,1.0,0.0
17_1_20_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,20,4,return_net,Top,train,train,0.0,0.0
17_1_21_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,1,long_service,Bottom,train,train,0.0,1.0
17_1_21_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,2,drop,Top,train,train,0.0,0.0
17_1_21_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,3,net_shot,Bottom,train,train,0.0,0.0
17_1_21_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,4,net_shot,Top,train,train,0.0,0.0
17_1_21_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,5,lob,Bottom,train,train,0.0,0.0
17_1_21_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,6,smash,Top,train,train,1.0,0.0
17_1_21_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,7,return_net,Bottom,train,train,0.0,1.0
17_1_21_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,8,net_shot,Top,train,train,0.0,1.0
17_1_21_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,21,9,net_shot,Bottom,train,train,0.0,1.0
17_1_22_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,1,short_service,Top,train,train,0.0,1.0
17_1_22_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,2,lob,Bottom,train,train,0.0,0.0
17_1_22_3,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,3,back_court_drive,Top,train,train,0.0,0.0
17_1_22_4,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,4,return_net,Bottom,train,train,0.0,1.0
17_1_22_5,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,5,net_shot,Top,train,train,0.0,0.0
17_1_22_6,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,6,lob,Bottom,train,train,0.0,1.0
17_1_22_7,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,7,drop,Top,train,train,0.0,0.0
17_1_22_8,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,8,lob,Bottom,train,train,0.0,0.0
17_1_22_9,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,9,smash,Top,train,train,0.0,0.0
17_1_22_10,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,10,return_net,Bottom,train,train,0.0,0.0
17_1_22_11,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,11,rush,Top,train,train,0.0,1.0
17_1_22_12,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,22,12,defensive_return_drive,Bottom,train,train,0.0,0.0
17_1_23_1,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,23,1,short_service,Top,train,train,0.0,1.0
17_1_23_2,17,NG_Ka_Long_Angus_Jonatan_CHRISTIE_Malaysia_Masters_2020_QuarterFinals,set1,23,2,net_shot,Bottom,train,train,0.0,1.0
